Course,University,Department,Entry Requirements,URL
['Human and Social Data Science - MSc'],['University of Sussex'],['School of Mathematical and Physical Sciences'],"['You should normally have an upper second-class (2.1) undergraduate honours degree or above. ', ' ', 'Your qualification should be in Psychology, Economics, Business, or another Social Science subject with a good level of numeracy. You may also be considered for the course if you have an undergraduate degree in a different subject area and can demonstrate that you have ability with data and a reasonable level of Maths (this can be demonstrated in your school leaving qualifications).']",https://www.findamasters.com/common/clickCount.aspx?theid=64094&type=287&did=4268&url=https%3a%2f%2fwww.sussex.ac.uk%2fstudy%2fmasters%2fcourses%2fhuman-and-social-data-science-msc%3futm_source%3dfindamasters%26utm_medium%3dpaid_referral%26utm_campaign%3dpg-listings-mps%26utm_content%3dhuman-social-data-science
['Data Science - MSc'],['University of Roehampton'],"['School of Arts, Humanities, and Social Sciences']","['2:2 STEM, preferably computer science, maths or statistics. ', ' ', ""Non-graduates with appropriate professional qualifications will be considered on an individual basis by Programme Conveners; contact details can be found on the individual programme page. Applicants will be expected to apply and register for the full master's award. "", ' ', ""Those with a third-class honours degree are encouraged to complete an application as we will consider an applicant's wider circumstances in making a decision on an application.""]",https://www.findamasters.com/common/clickCount.aspx?theid=67410&type=287&did=5831&url=https%3a%2f%2fad.doubleclick.net%2fddm%2fclk%2f580442243%3b389094280%3bk
['Data Analytics - MSc'],['University of Glasgow'],['College of Science and Engineering'],"['A first degree equivalent to a UK Upper Second Class Honours degree, normally with a substantial Mathematics component (at least equivalent to Level-1 courses in Mathematics and Level-2 courses in Calculus and Linear Algebra at the University of Glasgow). ', ' ', 'This programme is not available to recent graduates who have been awarded an undergraduate degree in Statistics from the University of Glasgow. ', ' ', 'Only applications that meet or exceed our stated entry requirements will go forward for consideration. ', ' ', ' for details.']",https://www.findamasters.com/common/clickCount.aspx?theid=48976&type=287&did=4813&url=https%3a%2f%2fwww.gla.ac.uk%2fpostgraduate%2ftaught%2fdataanalytics%2f%3futm_source%3dfind-a-masters%26utm_medium%3dprofile%26utm_campaign%3dmar-rec-pg%26utm_content%3ddata-analytics
['Data Science - MSc'],"['University of the West of England, Bristol']",['School of Computing and Creative Technologies'],"['We normally require an honours degree at 2:2 or equivalent in a relevant subject. Experience with quantitative methods and/or coding is highly recommended. ', ' ', 'Relevant subjects include: Computer Science, IT or other computing subjects, Maths, Statistics, any Engineering subject, any quantitative subject such as Physics, Chemistry, Business, Marketing, Economics, Psychology and Social Sciences. ', ' ', 'If you do not meet the above grade requirements but have at least 12 months relevant professional experience and/ or equivalent qualifications, we will consider you on an individual basis.']",https://www.findamasters.com/common/clickCount.aspx?theid=63010&type=287&did=29&url=https%3a%2f%2fcourses.uwe.ac.uk%2fINB112%2fdata-science%3futm_source%3dfindamasters%26utm_medium%3dfeatured-programmes%26utm_campaign%3duniquest%26utm_id%3d2024-international
['Data Intensive Astrophysics - MSc'],['Cardiff University'],['Cardiff School of Physics and Astronomy'],['For entry requirements please visit our website: '],https://www.findamasters.com/common/clickCount.aspx?theid=47772&type=211&did=4095&url=https%3a%2f%2fwww.cardiff.ac.uk%2fstudy%2fpostgraduate%2ftaught%2fcourses%2fcourse%2fdata-intensive-astrophysics-msc
['Data Science - MSc/PgD/PgC'],['Cardiff Metropolitan University'],['Cardiff School of Technologies'],"['Applicants should meet one of the following: ', ' ', 'Possess, or expect to obtain, an undergraduate degree or equivalent, in a relevant area with a minimum of a 2:2 classification; ', 'Hold a suitable professional qualification from an appropriate professional body.']",https://www.findamasters.com/common/clickCount.aspx?theid=45565&type=211&did=8243&url=https%3a%2f%2fwww.cardiffmet.ac.uk%2ftechnologies%2fcourses%2fPages%2fData-Science-MSc.aspx%3futm_source%3dfindamasters%26utm_medium%3daffiliate%26utm_campaign%3d117396_FAM_Listings_Dec23%26utm_content%3dcourse_listings
['Finance and Data Science MSc'],['University of Exeter'],['Finance and Accounting'],"['2:2 with honours in Accounting, Finance, Investment, Economics, Maths, Business, Engineering, Social/Natural Science or related discipline. ', ' ', 'Evidence of mathematical/quantitative* ability is essential. We do consider all applications where there is evidence of exceptional performance in modules relevant to the programme of study, significant relevant work experience or professional qualifications such as CFA, ACCA, ICAEW, ICAS and CIMA. ', '*Mathematics modules may include, for example, Algebra, Calculus, Econometrics, Statistics, Probability or Optimisation. ', ' ', 'For full details, including English language requirements and international equivalencies, please visit our course page.']",https://www.findamasters.com/common/clickCount.aspx?theid=72546&type=211&did=8979&url=https%3a%2f%2fwww.exeter.ac.uk%2fstudy%2fpostgraduate%2fcourses%2ffinance%2ffinance_data_science%2f%3futm_source%3dfindamasters%26utm_medium%3daffiliate%26utm_campaign%3duoe-courselisting-pgt-financedatasci
['Data Science and Public Policy (Economics) MSc'],['University College London'],['Faculty of Social and Historical Sciences'],"[""A minimum of an upper second-class Bachelor's degree in Economics with a significant quantitative component from a UK university, or an overseas qualification of an equivalent standard. Applicants with a qualification of an equivalent standard in another quantitative discipline, e.g. statistics, mathematics, or physics, may also be considered. "", ' ', 'Relevant practical or work experience in a related field may also be taken into account. For example, this might include at least two years of experience working in a public sector organisation, a think tank, an international-governmental organisation, or in a public-policy consultancy role.']",https://www.findamasters.com/common/clickCount.aspx?theid=70251&type=211&did=5878&url=https%3a%2f%2fwww.ucl.ac.uk%2fprospective-students%2fgraduate%2ftaught-degrees%2fdata-science-and-public-policy-economics-msc%3futm_source%3dfindamasters%26utm_medium%3daffiliate%26utm_campaign%3dvpee_pgt_always_on%26utm_content%3dlisting
['MSc Machine Learning for Visual Data Analytics'],['Queen Mary University of London'],['School of Electronic Engineering and Computer Science'],"['An upper second class degree is normally required, usually in electronic engineering, computer science, maths or a related discipline. Students with a good lower second class degree may be considered on an individual basis. ', ' ', 'For international students we require English language qualifications IELTS 6.5 or TOEFL 92 (internet based).']",https://www.findamasters.com/common/clickCount.aspx?theid=55351&type=211&did=2155&url=https%3a%2f%2fwww.qmul.ac.uk%2fpostgraduate%2ftaught%2fcoursefinder%2fcourses%2fmachine-learning-for-visual-data-analytics-msc%2f
['Management (Digitalisation and Big Data) - MSc'],['University of Bristol'],['Faculty of Social Sciences and Law'],"['An upper second-class honours degree or international equivalent in any discipline. ', ' ', 'For more information visit the institution website.']",https://www.findamasters.com/common/clickCount.aspx?theid=63040&type=211&did=6199&url=http%3a%2f%2fwww.bristol.ac.uk%2fstudy%2fpostgraduate%2fssl%2fmsc-management-digitalisation-and-big-data%2f%3futm_source%3dfindamasters.com%26utm_medium%3dreferral%26utm_campaign%3dlistings
['Natural Language Processing - MSc'],['Cardiff University'],['Cardiff School of Computer Science and Informatics'],"['For details on entry requirements, please visit our website: ']",https://www.findamasters.com/common/clickCount.aspx?theid=71036&type=211&did=4087&url=https%3a%2f%2fwww.cardiff.ac.uk%2fstudy%2fpostgraduate%2ftaught%2fcourses%2fcourse%2fmsc-natural-language-processing
['Scientific Computing with Data Science - MSc'],['University of Bristol'],['Faculty of Science'],"['An upper second class honours degree (or international equivalent) in Natural/Physical Sciences (e.g. Chemistry, Physics, Earth Science, Geology, Geographical Sciences, Environmental Sciences). Degrees in Life Sciences will need to demonstrate competency in Maths with at least one undergraduate Maths module at 2.1 or above. Engineering or Mathematics and Statistics degrees will also be considered if applicants have a minimum of 5 science modules at 2.1 or above. Computing experience is not essential. ', ' ', 'Unfortunately we cannot consider applicants with Computer Science degrees for this programme.']",https://www.findamasters.com/common/clickCount.aspx?theid=70206&type=211&did=6198&url=https%3a%2f%2fwww.bristol.ac.uk%2fstudy%2fpostgraduate%2fsci%2fmsc-scientific-computing-with-data-science%2f%3futm_source%3dfindamasters.com%26utm_medium%3dreferral%26utm_campaign%3dlistings
['Earth Observation and Geoinformation Management MSc'],['University of Edinburgh'],['School of GeoSciences'],"['Entry requirements for individual programmes vary, so please check the details for the specific programme you wish to apply for on our website. You will also need to meet the University’s language requirements.']",https://www.findamasters.com/common/clickCount.aspx?theid=33062&type=211&did=4273&url=https%3a%2f%2fwww.ed.ac.uk%2fstudying%2fpostgraduate%2fdegrees%2findex.php%3fr%3dsite%2fview%26id%3d874%3futm_source%3dfindamasters%26utm_medium%3dprogramme%26utm_campaign%3dpg_institution_profiles%26utm_term%3d%26utm_content%3dlisting
['Geospatial Sciences (Building Information Modelling and Surveying) MSc'],['University College London'],['Faculty of Engineering Sciences'],"[""A minimum of an upper second-class UK Bachelor's degree in a relevant discipline (such as engineering, architecture, geography, urban planning, mathematics, surveying, marine and earth sciences, computer science) from a UK university or an overseas qualification of an equivalent standard. Normally only candidates with either a first or upper second-class degree will be accepted, although applicants with a lower second-class degree supported by extensive work experience will also be considered.""]",https://www.findamasters.com/common/clickCount.aspx?theid=53440&type=211&did=9068&url=https%3a%2f%2fwww.ucl.ac.uk%2fprospective-students%2fgraduate%2ftaught-degrees%2fgeospatial-sciences-building-information-modelling-and-surveying-msc%3futm_source%3dfindamasters%26utm_medium%3daffiliate%26utm_campaign%3dvpee_pgt_always_on%26utm_content%3dlisting
['Bioinformatics and Computational Genomics (MSc)'],['Queen’s University Belfast'],"['School of Medicine, Dentistry & Biomedical Sciences']","['A 2.1 Honours degree or equivalent qualification acceptable to the University in a Natural Science subject, Mathematics, Computer Science, or a relevant medical or life sciences subject (e.g. Genetics, Molecular Biology, Biomedical Sciences, Physics or Statistics). A medical (MB) or dental degree (BDS) is also considered.']",https://www.findamasters.com/common/clickCount.aspx?theid=21757&type=211&did=2122&url=https%3a%2f%2fwww.qub.ac.uk%2fcourses%2fpostgraduate-taught%2fbioinformatics-computational-genomics-msc%2f%3futm_source%3dfindamasters.com%26utm_medium%3daffiliate%26utm_campaign%3dsmc_nn_international_mixed_find_a_masters_23_24%26utm_content%3dcourse_listing
['MSc Business Analytics'],['The University of Law Business School'],['Business School Masters'],"['•2:2 or above from a UK Bachelor’s degree, or equivalent qualifications. ', '•International requirements - an English language level equivalent to IELTS 6.5 or above with a minimum of 5.5 in each component.']",https://www.findamasters.com/common/clickCount.aspx?theid=68836&type=211&did=8668&url=https%3a%2f%2fgus.cvtr.io%2flp%2fulaw-bs-pg-live-lp
['MSc Statistics with Medical Applications'],['University of Sheffield'],['School of Mathematics and Statistics'],"['Minimum 2:1 undergraduate honours degree, with substantial mathematical and statistical components. In particular, you should have studied the following topics and performed well in assessments on them (for example, a score of at least 60 per cent): ', ' ', 'Mathematical Methods for Statistics ', 'Probability and Probability Distributions ', 'Basic Statistics']",https://www.findamasters.com/common/clickCount.aspx?theid=65742&type=211&did=610&url=https%3a%2f%2fwww.sheffield.ac.uk%2fpostgraduate%2ftaught%2fcourses%2f2024%2fstatistics-medical-applications-msc
['MSc Advanced Computing Science'],['University of East Anglia'],['School of Computing Sciences'],"['Bachelors degree - 2.1 or equivalent ', ' ', 'Degree Subject ', 'Computer Science or related subjects with strong Computing Science content including significant programming experience.']",https://www.findamasters.com/common/clickCount.aspx?theid=1432&type=211&did=1380&url=https%3a%2f%2fwww.uea.ac.uk%2fcourse%2fpostgraduate%2fmsc-advanced-computing-science%2f2024-25%2fsep
['Genomic Medicine MSc'],"['St George’s, University of London']",['Graduate School'],[],https://www.findamasters.com/common/clickCount.aspx?theid=37357&type=211&did=4983&url=https%3a%2f%2fwww.sgul.ac.uk%2fstudy%2fcourses%2fgenomic-medicine
['Geospatial Sciences (Hydrographic Surveying) MSc'],['University College London'],['Faculty of Engineering Sciences'],"[""A minimum of an upper second-class Bachelor's degree in a relevant discipline (such as engineering, architecture, geography, urban planning, mathematics, surveying, marine & Earth sciences, computer science) from a UK university or an overseas qualification of an equivalent standard. Normally, however, only candidates with either a first- or upper second-class degree will be accepted, although applicants with a lower second-class degree supported by extensive relevant work experience will also be considered.""]",https://www.findamasters.com/common/clickCount.aspx?theid=55017&type=211&did=9068&url=https%3a%2f%2fwww.ucl.ac.uk%2fprospective-students%2fgraduate%2ftaught-degrees%2fgeospatial-sciences-hydrographic-surveying-msc%3futm_source%3dfindamasters%26utm_medium%3daffiliate%26utm_campaign%3dvpee_pgt_always_on%26utm_content%3dlisting
['Financial Technology (FinTech) MSc'],['University of Stirling'],"['Business, Management and Law']","['A minimum of a second class Honours degree or equivalent, in either a numerate subject such as maths, computing and engineering, or a business and finance subject. Some experience of computer programming is also required. If you don’t have these formal qualifications but have relevant work/life experience, you’re still encouraged to apply.']",https://www.findamasters.com/common/clickCount.aspx?theid=53560&type=211&did=8075&url=https%3a%2f%2fwww.stir.ac.uk%2fcourses%2fpg-taught%2ffintech%2f
['Geospatial Sciences MSc'],['University College London'],['Faculty of Engineering Sciences'],"[""A minimum of an upper second-class UK Bachelor's degree in a relevant discipline (such as engineering, architecture, geography, urban planning, mathematics, surveying, marine and earth sciences, computer science) from a UK university or an overseas qualification of an equivalent standard. Normally only candidates with either a first or upper second-class degree will be accepted, although applicants with a lower second-class degree supported by extensive work experience will also be considered.""]",https://www.findamasters.com/common/clickCount.aspx?theid=53438&type=211&did=9068&url=https%3a%2f%2fwww.ucl.ac.uk%2fprospective-students%2fgraduate%2ftaught-degrees%2fgeospatial-sciences-msc%3futm_source%3dfindamasters%26utm_medium%3daffiliate%26utm_campaign%3dvpee_pgt_always_on%26utm_content%3dlisting
['MSc Cyber Security'],['Swansea University'],['School of Mathematics and Computer Science'],['A 2:2 honours degree (or above) in Computer Science or other relevant discipline.'],https://www.findamasters.com/common/clickCount.aspx?theid=52590&type=211&did=251&url=https%3a%2f%2fwww.swansea.ac.uk%2fpostgraduate%2ftaught%2fmaths-comp-sci%2fcomputer-science%2fmsc-cyber-security%2f
['MSc - Digital Marketing and Analytics'],['University of Winchester'],"['Faculty of Business, Law and Sport']","['This course is applicable to those interested in pursuing a career in marketing, in particular within the digital context. Normally a first or second-class Honours degree or professional experience in the area of study is required. ', ' ', 'If English is not your first language: IELTS 6.0 overall with a minimum of 5.5 in writing or equivalent']",https://www.findamasters.com/common/clickCount.aspx?theid=51167&type=211&did=5897&url=https%3a%2f%2fwww.winchester.ac.uk%2fstudy%2fpostgraduate%2fcourses%2fmsc-digital-marketing-and-analytics%2f%3futm_source%3dfindamasters%26utm_medium%3dcourses%26utm_campaign%3dhl_pg
['MSc Social Research'],['University of Hull'],"['Faculty of Arts, Cultures and Education']","['The programme is open to applicants with at least 2:2 Bachelor Honours degree (or international equivalent) in any discipline. ', ' ', 'Applicants with relevant and extensive work experience from, local authorities or the NHS for instance, are encouraged to apply even if they have not been to university. Evidence of vocational qualifications, training, written reports and letters of endorsement from line managers should be submitted. These candidates will be required to write a short essay.']",https://www.findamasters.com/common/clickCount.aspx?theid=50898&type=211&did=7805&url=https%3a%2f%2fwww.hull.ac.uk%2fstudy%2fpostgraduate%2ftaught%2fsocial-research-msc
['Bioinformatics - MSc/PGDip/PGCert'],['University of Birmingham'],['College of Medical and Dental Sciences'],"['2:1 or equivalent in Biology, Mathematics, Computer Science or other relevant subjects.']",https://www.findamasters.com/common/clickCount.aspx?theid=48570&type=211&did=4309&url=https%3a%2f%2fwww.birmingham.ac.uk%2fpostgraduate%2fcourses%2ftaught%2fmed%2fbioinformatics.aspx
['MSc Digital Archaeology'],['University of York'],['Department of Archaeology'],"['2:1 or equivalent. ', ' ', 'Mature students or those with less conventional qualifications but with relevant professional experience and enthusiasm for this field will be considered. To find out if your professional experience or qualifications are appropriate, please contact the Course Director. ', ' ', 'You will need to submit examples of written work with your application. ', ' ', ""If English isn't your first language you may need to provide evidence of your English language ability. "", ' ', 'Visit our website for details.']",https://www.findamasters.com/common/clickCount.aspx?theid=46971&type=211&did=7588&url=https%3a%2f%2fwww.york.ac.uk%2fstudy%2fpostgraduate-taught%2fcourses%2fmsc-digital-archaeology%2f
['MSc Theoretical Computer Science with a Year in Industry'],['University of Liverpool'],['Department of Computer Science'],"['You will normally need a 2:1 honours degree, or above, or equivalent. This degree should be in a subject area closely related to computer science or mathematics, or the intersection of these two subjects. ', ' ', 'If you hold a bachelor’s degree or equivalent, but don’t meet our entry requirements, you could be eligible for a Pre-Master’s course. This is offered on campus at the University of Liverpool International College, in partnership with Kaplan International Pathways.']",https://www.findamasters.com/common/clickCount.aspx?theid=45354&type=211&did=913&url=https%3a%2f%2fwww.liverpool.ac.uk%2fcourses%2f2024%2ftheoretical-computer-science-with-a-year-in-industry-msc
['Computer Science - MSc'],['Aberystwyth University'],['Computer Science'],"['2:2 Bachelors (Honours) degree, or equivalent, in any discipline. Non-graduates will be considered individually based on relevant work experience. ', ' ', 'English Language Requirements IELTS 6.0 with minimum 5.5 in each component, or equivalent ', ' ', 'Other Requirements Applicants are encouraged to submit an up-to-date CV as part of their application.']",https://www.findamasters.com/common/clickCount.aspx?theid=44645&type=211&did=2965&url=https%3a%2f%2fcourses.aber.ac.uk%2fpostgraduate%2fcomputer-science-msc%2f
"['Cyber Security, Threat Intelligence and Forensics - MSc/PGDip']",['University of Salford'],"['School of Science, Engineering and the Environment']","['You will need a minimum a 2.2 honours in computer science, or a related subject with coverage of programming and IPv4 networking, preferably with experience of command-line usage. ', ' ', 'We also welcome enquiries from applicants who may not meet the formal/traditional entry criteria, but do hold relevant experience or skills in cyber security that could facilitate successful postgraduate study. Through our Accreditation of Prior Learning (APL) process, we can consider your employment history and life experiences. Please contact our course enquiries team for further information. ', ' ', 'Visit the university website for more information on entry requirements.']",https://www.findamasters.com/common/clickCount.aspx?theid=44013&type=211&did=44&url=https%3a%2f%2fwww.salford.ac.uk%2fcourses%2fpostgraduate%2fcyber-security-threat-intelligence-and-forensics
['Genomic Medicine - MSc/PGDip/PGCert'],['Imperial College London'],['Medicine'],"['Our minimum requirement is a 2.1 degree in a relevant medical, biomedical or healthcare subject.']",https://www.findamasters.com/common/clickCount.aspx?theid=42611&type=211&did=2578&url=https%3a%2f%2fwww.imperial.ac.uk%2fstudy%2fcourses%2fpostgraduate-taught%2fgenomic-medicine%2f
['Applied Statistics and Datamining (PGDip/MSc)'],['University of St Andrews'],['School of Mathematics and Statistics'],"['A good 2.1 undergraduate Honours degree in mathematics, statistics or in an area with substantive mathematical or statistical content. ', ' ', 'English language proficiency. ', ' ', 'For further details, please ']",https://www.findamasters.com/common/clickCount.aspx?theid=40522&type=211&did=7289&url=https%3a%2f%2fwww.st-andrews.ac.uk%2fsubjects%2fstatistics%2fapplied-statistics-datamining-msc%2f
['Health Economics and Econometrics - MSc/PGDip'],['University of Birmingham'],['College of Medical and Dental Sciences'],"['2:1 honours degree in economics or a closely related subject, or an equivalent professional qualification and experience, e.g. health services management experience.']",https://www.findamasters.com/common/clickCount.aspx?theid=31106&type=211&did=4309&url=https%3a%2f%2fwww.birmingham.ac.uk%2fpostgraduate%2fcourses%2ftaught%2fmed%2fhealth-econometrics.aspx
['Geoinformation Technology & Cartography - MSc/PgDip/PgCert'],['University of Glasgow'],['College of Science and Engineering'],"['Normally an Honours degree in a relevant field such as geography, earth or environmental science, planning, mathematics, or civil engineering, but other subjects will be considered. The programme requires some basic mathematical competence and a pass at Scottish Higher, GCE or equivalent in mathematics is recommended. Significant use is made of computers and IT, but there is no specific entry requirement. ', ' ', ' for details. ', ' ', 'Entry without standard academic qualifications, or with technical qualifications in geomatics for those with significant practical experience in related employment, will be considered on an individual basis.']",https://www.findamasters.com/common/clickCount.aspx?theid=29594&type=211&did=4813&url=https%3a%2f%2fwww.gla.ac.uk%2fpostgraduate%2ftaught%2fgeoinformationtechnologyandcartography%2f%3futm_source%3dfind-a-masters%26utm_medium%3dprofile%26utm_campaign%3dmar-rec-pg%26utm_content%3dgeoinformation-technology-and-cartography
['Applied Statistics (MSc/PGCert)'],"['Birkbeck, University of London']",['School of Computing and Mathematical Sciences'],"['A second-class honours degree (2:2) or above, with mathematics or statistics as a main subject. ', ' ', 'Other degrees or professional qualifications may also be acceptable, such as the Birkbeck Graduate Certificate in Statistics for Data Science or the Graduate Diploma of the Royal Statistical Society. ', ' ', 'Applications are reviewed on their individual merits and your professional qualifications and/or relevant work experience will be taken into consideration positively. We actively support and encourage applications from mature learners.']",https://www.findamasters.com/common/clickCount.aspx?theid=25778&type=211&did=9012&url=https%3a%2f%2fwww.bbk.ac.uk%2fcourses%2fpostgraduate%2fapplied-statistics
['Business Analytics - MSc'],['Lancaster University'],['Department of Management Science'],"['2:1 Hons degree (UK or equivalent) in a quantitative discipline such as Mathematics and/or Statistics or Engineering. Businesss and Management degrees with a very strong quantitative component may also be considered. Information Technology and Computer Science degree are only suitable with very strong quantitative content. ', ' ', 'Previous study needs to have included topics such as maths, probability, statistics, econometrics, game theory, data analysis, operations research, simulation and business modelling. Prior study in computer programming is not required.']",https://www.findamasters.com/common/clickCount.aspx?theid=8635&type=211&did=6504&url=https%3a%2f%2fwww.lancaster.ac.uk%2fstudy%2fpostgraduate%2fpostgraduate-courses%2fbusiness-analytics-msc%2f2024%2f
['Digital Strategy and Information Systems MSc'],['University of Southampton'],['Faculty of Social Sciences'],"['You’ll need a 2:1 degree or equivalent qualification in one of the following subjects: ', ' ', 'business ', 'management ', 'economics ', 'computer science ', 'information technology ', 'engineering ', 'a scientific discipline ', ' ', ' for details.']",https://www.findamasters.com/common/clickCount.aspx?theid=8360&type=211&did=6917&url=https%3a%2f%2fwww.southampton.ac.uk%2fcourses%2fdigital-strategy-and-information-systems-masters-msc%3futm_source%3d-pg-aggregator%26utm_medium%3d%26utm_content%3dcourse%26utm_campaign%3dPG2024
['Statistics - MSc'],['University of Leeds'],['School of Mathematics'],"['A bachelor degree with a 2:1 (hons) in a subject containing a substantial mathematical and statistical component. ', ' ', 'Successful applicants will have a foundation in Statistics including strong grades in statistical modules (no key marks below 2:2). We may ask for further detailed module information if these are not clear on your transcript. We do not normally accept degrees in Accountancy or Finance.']",https://www.findamasters.com/common/clickCount.aspx?theid=8042&type=211&did=4893&url=https%3a%2f%2fcourses.leeds.ac.uk%2ff038%2fstatistics-msc
['MSc Business Analytics: Operational Research and Risk Analysis'],['The University of Manchester'],['Alliance Manchester Business School'],"['We require a First or Upper Second class honours degree (2:1, with 60% average) from a UK university or the overseas equivalent in a quantitative subject such as mathematics, statistics, physics, engineering, computing, management science or economics. ', ' ', 'When assessing your academic record we take into account your grade average , position in class, references and the standing of the institution where you studied your qualification. We particularly welcome applicants from institutions of high ranking and repute. ', ' ', 'See website for further details.']",https://www.findamasters.com/common/clickCount.aspx?theid=7459&type=211&did=4479&url=https%3a%2f%2fwww.manchester.ac.uk%2fstudy%2fmasters%2fcourses%2flist%2f09454%2fmsc-business-analytics-operational-research-and-risk-analysis%2f
['Medical Statistics - MSc'],['University of Leicester'],['Health Sciences'],"['The course is intended mainly for students with a good honours degree of which mathematics/statistics is the main subject, and with a working knowledge of basic probability and statistics. However, applicants with other suitable backgrounds will be considered by the course team.']",https://www.findamasters.com/common/clickCount.aspx?theid=5882&type=211&did=4822&url=https%3a%2f%2fad.doubleclick.net%2fddm%2fclk%2f537409704%3b346013574%3bh
['Geographical Information Systems - MSc/PGDip'],['University of Leeds'],['School of Geography'],"['A bachelor degree with a 2:1 (hons) in a relevant subject such as geography, earth or environmental science, economics or a social science, mathematics, computer science or other subjects where good numeracy and/or computing skills can be demonstrated. ', ' ', 'Relevant work experience and professional training courses are viewed positively and are taken into account particularly for candidates whose first degree grade falls below the normal minimum requirement.']",https://www.findamasters.com/common/clickCount.aspx?theid=3599&type=211&did=1022&url=https%3a%2f%2fcourses.leeds.ac.uk%2f7411%2fgeographical-information-systems-msc
['Demography MSc'],['University of Southampton'],['Faculty of Social Sciences'],"[""You'll need a 2:1 degree in geography, social science, maths or statistics. "", ' ', ' for details.']",https://www.findamasters.com/common/clickCount.aspx?theid=3551&type=211&did=6917&url=https%3a%2f%2fwww.southampton.ac.uk%2fcourses%2fdemography-masters-msc%3futm_source%3d-pg-aggregator%26utm_medium%3d%26utm_content%3dcourse%26utm_campaign%3dPG2024
['Information Technology (Business) - MSc/PGDip'],['Heriot-Watt University'],['School of Mathematical and Computer Sciences'],['Entry requires a good honours degree in a numerate subject area. Candidates holding a little less than a good honours degree or its equivalent but with compensating qualifications or experience may be admitted to the Postgraduate Diploma programme. Transfer to the MSc will be possible later on if exam and course work are at MSc level.'],https://www.findamasters.com/common/clickCount.aspx?theid=1429&type=211&did=4400&url=https%3a%2f%2fwww.hw.ac.uk%2fuk%2fstudy%2fpostgraduate%2finformation-technology-business.htm
['Sustainable Finance with Fintech'],['Heriot-Watt University'],['Edinburgh Business School'],"['A good relevant Honours degree (first or second class) or equivalent overseas qualifications will be considered. ', ' ', 'Work or project experience in the area of finance, sustainability, or management will be of further advantage.']",https://www.findamasters.com/common/clickCount.aspx?theid=73136&type=211&did=8166&url=https%3a%2f%2fwww.hw.ac.uk%2fuk%2fstudy%2fpostgraduate%2fsustainable-finance-with-fintech.htm
['MSc Financial Technology'],['University of Central Lancashire'],['Lancashire School of Business and Enterprise'],"['A 2:2 degree or equivalent in a related field such as Accounting, Finance or Business related subject. ', ' ', 'Non-standard applications will be considered on their merits and if they have relevant experience and can demonstrate a commitment to the study of financial technology or who have significant industrial background.']",https://www.findamasters.com/common/clickCount.aspx?theid=72444&type=211&did=6210&url=https%3a%2f%2fwww.uclan.ac.uk%2fpostgraduate%2fcourses%2ffinancial-technology-msc
['MSc - Sports Journalism'],['Leeds Beckett University'],['Leeds Business School'],"['Applicants should either have at least a second class honours degree or have equivalent experience or training, normally from within the work environment. All applications should be supported by a reference, either academic or professional.']",https://www.findamasters.com/common/clickCount.aspx?theid=72321&type=211&did=7673&url=https%3a%2f%2fwww.leedsbeckett.ac.uk%2fcourses%2fsports-journalism-msc
['International Business MSc'],['University of Leicester'],['Business and Management'],"['Good UK honours degree or its equivalent, or a postgraduate diploma from a recognised institution, or a relevant graduate level qualification. ', 'Or a demonstration of considerable relevant practical experience and evidence of the ability to cope with the demands of the course.']",https://www.findamasters.com/common/clickCount.aspx?theid=72241&type=211&did=7917&url=https%3a%2f%2fle.ac.uk%2fcourses%2finternational-business-msc%2f2023
['Public Health Intelligence (MSc)'],['University of Southampton'],['Faculty of Medicine'],"[""To apply for a master's in Health Intelligence you'll need at least a 2:1 degree in one of the following subjects: Biomedical Sciences, Biochemistry, Physiology, Psychology, Demography, Human/Health Geography, Pharmacy, Medicine and Dentistry. "", ' ', 'You must be able to demonstrate your competence in Statistics, Epidemiology, Research Methods through previous study at undergraduate level. ', ' ', 'We are unfortunately unable to accept degrees in the following subjects: Nursing, Physiotherapy, Radiography, Occupational Health and Phlebotomy. ', ' ', 'This course is also available as an intercalation degree for undergraduate medical students. ', ' ', ' for details.']",https://www.findamasters.com/common/clickCount.aspx?theid=72201&type=211&did=573&url=https%3a%2f%2fwww.southampton.ac.uk%2fcourses%2fpublic-health-intelligence-masters-msc%3futm_source%3d-pg-aggregator-export%26utm_medium%3dreferral%26utm_content%3dcourse%26utm_campaign%3dPG2024
['MSc - Digital Culture and Society'],['University of Plymouth'],"['Faculty of Arts, Humanities and Business']","['A good honours degree (first or second class) or equivalent. Other qualifications accompanied by substantial experience in an appropriate field may also be considered. Non-standard applications are considered on a case-by-case basis. ', ' ', 'International students: IELTS score of 6.5 or equivalent. ', ' ', 'Visit website for details.']",https://www.findamasters.com/common/clickCount.aspx?theid=71871&type=211&did=761&url=https%3a%2f%2fwww.plymouth.ac.uk%2fcourses%2fpostgraduate%2fmsc-digital-culture-and-society
